Monitoring Location,State,Temp_Min,Temp_Max,DO_Min,DO_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,BOD_Max,N_Min,N_Max,Fecal_Min,Fecal_Max,Coliform_Min,Coliform_Max,Strepto_Min,Strepto_Max,Cluster
"RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH
ROAD, VILL. KOL, MEERUT","UTTAR
PRADESH",14.0,21.0,0.3,0.3,7.5,7.7,480.0,940.0,32.0,56.0,22.0,32.0,63000.0,130000.0,94000.0,170000.0,,,0
"RIVER VARUNA AT RAMESHWAR, VARANASI",UTTAR PRADESH,23.5,29.0,7.1,8.2,8.0,8.4,312.0,480.0,2.8,3.8,0.6,0.96,1100.0,2300.0,1700.0,3300.0,380,840,0
RIVER VARUNA B/C WITH GANGA AT VARANASI,UTTAR PRADESH,23.5,29.5,3.0,4.8,7.2,7.6,524.0,664.0,8.6,12.8,1.72,260.0,17000.0,22000.0,27000.0,33000.0,7900,17000,0
"SHUKRA TAL GHAT (CONFLUENCE OF BANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",UTTAR PRADESH,18.0,26.7,5.5,7.3,7.5,7.8,140.0,170.0,1.8,2.8,0.0,0.0,700.0,1100.0,1000.0,1700.0,,,0
"RIVER SAI AT UNNAO AFTER DRAIN OUTFALL, U.P.",UTTAR PRADESH,18.0,32.0,3.5,8.0,7.7,8.2,324.0,531.0,3.0,4.3,0.3,1.38,2300.0,4900.0,4700.0,7900.0,,,0
"RIVER SAI AT JALALPUR, JAUNPUR",UTTAR PRADESH,24.0,29.5,7.3,8.6,8.1,8.4,316.0,446.0,2.4,3.4,0.55,0.92,2100.0,5800.0,4600.0,8400.0,1300,3100,0
"RIVER GOMTI AT VARANASI, RAJWARI U.P",UTTAR PRADESH,24.0,29.0,7.2,8.6,7.9,8.4,318.0,484.0,3.0,4.0,0.56,1.34,3100.0,9300.0,7000.0,13000.0,2000,4600,0
"RIVER GOMTI AT SITAPUR U/S DADNAMAU GHAT, U.P.",UTTAR PRADESH,,,6.4,12.2,7.8,8.5,238.0,422.0,2.0,4.4,0.0,1.62,450.0,1400.0,1400.0,2800.0,,,0
"RIVER GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT, U.P.",UTTAR PRADESH,,,4.2,10.9,7.4,8.4,311.0,512.0,2.9,4.0,0.61,0.88,210.0,4900.0,4700.0,7800.0,,,0
"RIVER GOMTI AT LUCKNOW D/S PIPRAGHAT , U.P.",UTTAR PRADESH,,,0.9,2.4,7.0,7.8,404.0,807.0,10.5,13.8,0.3,2.68,70000.0,170000.0,110000.0,240000.0,,,0
"RIVER GOMTI AT JAUNPUR D/S, U.P.",UTTAR PRADESH,24.0,29.5,7.0,8.0,7.8,8.5,322.0,490.0,3.2,4.3,0.6,1.42,3300.0,14000.0,8400.0,21000.0,2400,8400,0
RIVER GOMTI AT NEEMSAR U/S,UTTAR PRADESH,,,6.2,12.0,7.8,8.5,247.0,429.0,2.1,2.8,0.55,0.75,680.0,1700.0,1700.0,3400.0,,,0
RIVER GOMTI AT NEEMSAR D/S,UTTAR PRADESH,,,5.8,11.6,7.7,8.4,262.0,440.0,2.3,3.2,0.58,0.78,780.0,2400.0,2100.0,4000.0,,,0
RIVER GOMTI AT BHATPUR U/S,UTTAR PRADESH,,,5.6,11.4,7.7,8.4,274.0,458.0,2.4,3.4,1.1,1.64,780.0,2600.0,2000.0,4500.0,,,0
RIVER GOMTI AT BHATPUR D/S,UTTAR PRADESH,,,4.7,10.8,7.6,8.4,291.0,481.0,2.7,3.8,1.2,1.82,1400.0,3300.0,2800.0,5400.0,,,0
RIVER GOMTI AT GAUGHAT U/S,UTTAR PRADESH,,,4.2,11.0,7.4,8.4,310.0,488.0,2.9,4.0,0.62,0.89,2300.0,4900.0,4700.0,7800.0,,,0
RIVER GOMTI AT GAUGHAT D/S,UTTAR PRADESH,,,3.9,10.5,7.3,8.4,322.0,528.0,3.1,4.2,0.62,1.14,2400.0,4900.0,5400.0,7900.0,,,0
RIVER GOMTI AT MOHMEAK U/S,UTTAR PRADESH,,,1.2,5.2,7.2,7.9,348.0,764.0,7.0,10.6,0.84,1.49,33000.0,78000.0,61000.0,120000.0,,,0
RIVER GOMTI AT MOHMEAK D/S,UTTAR PRADESH,,,0.9,4.4,7.2,7.8,364.0,781.0,7.6,11.2,0.85,1.56,45000.0,94000.0,68000.0,140000.0,,,0
RIVER GOMTI AT PIPRAGHAT U/S,UTTAR PRADESH,,,1.1,2.8,7.1,7.8,389.0,789.0,9.8,13.0,0.3,2.46,70000.0,130000.0,94000.0,220000.0,,,0
RIVER GOMTI AT PIPRAGHAT D/S,UTTAR PRADESH,,,0.9,2.5,7.0,7.8,403.0,808.0,10.5,13.8,0.3,2.68,70000.0,170000.0,110000.0,240000.0,,,0
RIVER GOMTI AT GANGAGANJ U/S,UTTAR PRADESH,,,2.9,5.8,7.3,7.9,348.0,741.0,5.5,8.0,1.28,1.68,13000.0,49000.0,23000.0,94000.0,,,0
RIVER GOMTI AT GANGAGANJ D/S,UTTAR PRADESH,,,3.2,4.7,7.3,7.9,336.0,724.0,5.6,7.5,1.29,1.66,11000.0,49000.0,21000.0,79000.0,,,0
RIVER GOMTI AT SULTANPUR U/S,UTTAR PRADESH,23.0,28.0,5.7,7.0,7.9,8.2,345.0,518.0,4.0,4.9,0.0,0.92,2700.0,4900.0,4700.0,12000.0,,,0
RIVER GOMTI AT SULTANPUR D/S,UTTAR PRADESH,23.0,28.0,5.3,7.3,8.0,8.2,341.0,530.0,4.2,5.8,0.82,0.94,2600.0,7000.0,4900.0,17000.0,2,2,0
RIVER GOMTI AT JAUNPUR U/S,UTTAR PRADESH,24.0,29.5,7.4,8.6,8.0,8.4,315.0,478.0,2.4,3.3,0.52,1.2,700.0,1700.0,1100.0,2400.0,430,700,0
"RIVER RAPTI AFTER CONFL. OF R. HONIN NR.
DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.","UTTAR
PRADESH",16.0,24.0,7.8,8.4,7.9,8.2,270.0,2920.0,2.6,8.4,0.0,0.0,8000.0,16000.0,18000.0,30000.0,,,0
"RIVER RAPTI AT RAJGHAT, GORAKHPUR",UTTAR PRADESH,16.0,26.0,7.4,8.0,7.7,8.0,360.0,3960.0,4.2,7.7,0.0,0.0,12000.0,28000.0,28000.0,44000.0,,,0
"RIVER GHAGHARA NEAR CHAPRA, RIVILGANJ, MANJHI,
SARAN",BIHAR,19.0,33.0,6.0,9.7,7.0,8.2,159.0,361.0,1.0,2.9,0.12,0.3,1100.0,92000.0,2300.0,160000.0,,,0
"RIVER GHAGHARA AT TURTIPAR,DEORIA D/S, U.P.",UTTAR PRADESH,16.0,25.0,7.6,8.4,7.7,8.0,330.0,4120.0,2.6,4.0,0.0,0.0,10000.0,26000.0,22000.0,50000.0,,,0
"RIVER GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,16.0,24.0,7.8,8.3,7.8,8.2,370.0,392.0,3.4,4.2,0.0,0.0,8000.0,24000.0,18000.0,38000.0,,,0
"RIVER RIHAND AT RENUKUT U/S, U.P.",UTTAR PRADESH,22.0,28.5,8.5,9.8,7.9,8.3,232.0,292.0,1.8,2.5,0.52,0.86,210.0,460.0,460.0,700.0,170,310,0
"RIVER RIHAND AT RENUKUT D/S, U.P.",UTTAR PRADESH,22.0,28.5,7.8,9.0,7.8,8.4,248.0,310.0,2.8,3.7,0.64,1.22,1300.0,2700.0,2300.0,3900.0,580,1100,0
"RIVER TONS AT CHAKGHAT, M.P.",MADHYA PRADESH,17.3,29.8,6.7,7.8,7.6,8.2,236.0,456.0,1.5,1.9,0.45,1.16,2.0,2.0,46.0,49.0,2,2,0
"RIVER TONS AT MADHAVGARH, M.P.",MADHYA PRADESH,23.4,33.2,4.1,7.5,7.5,8.0,461.0,3212.0,1.7,3.4,0.0,0.0,2.0,16.0,70.0,120.0,2,2,0
"RIVER TONS AT MADHAVGARH, NEAR PHED W/S INTAKE POINT, SATNA",MADHYA PRADESH,22.6,33.1,4.7,7.4,7.3,7.9,647.0,2994.0,1.8,2.8,0.0,0.0,2.0,14.0,44.0,118.0,2,2,0
"RIVER TONS AT BASAMAN MAMA TEMPLE, NEAR PURWA FALL, TEHSIL-
SEMARIYA, DIST- REWA",MADHYA PRADESH,19.6,31.5,6.8,7.5,7.4,8.2,298.0,414.0,1.4,1.8,0.43,0.97,2.0,2.0,41.0,49.0,2,2,0
"RIVER TONS AT M.P-U.P BOUNDARY, BEFORE MIXING
RIVER BELAN CHAKGHAT REWA","MADHYA
PRADESH",17.6,29.5,7.1,7.3,7.6,8.2,267.0,381.0,1.2,1.8,0.32,1.03,2.0,2.0,43.0,48.0,2,2,0
"River BeeharÂ Khthuliya Intake Well Point ,Rewa",MADHYA PRADESH,24.0,29.2,7.1,8.0,7.5,8.1,278.0,293.0,1.3,1.5,0.34,1.0,2.0,2.0,38.0,48.0,2,2,0
RIVER GAMBHIR AT DAM SITE UJJAIN,MADHYA PRADESH,25.0,29.0,7.0,7.8,7.4,7.8,290.0,417.0,1.4,2.0,0.32,0.88,2.0,2.0,40.0,49.0,2,2,0
"RIVER BASLI GOHAD DAM, GOHAD, M.P",MADHYA PRADESH,19.0,27.0,7.0,7.8,7.1,7.7,400.0,752.0,1.4,2.1,0.47,2.0,4.0,8.0,22.0,28.0,,,0
"RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",MADHYA PRADESH,17.0,33.0,6.3,7.9,7.2,7.9,312.0,668.0,2.2,3.0,3.48,6.48,11.0,63.0,120.0,430.0,2,2,0
"River KALISINDH  NEAR ROAD BRIDGE SARANGPUR, RAJGARH",MADHYA PRADESH,16.0,26.0,3.5,11.4,7.1,8.3,285.0,918.0,1.0,3.0,1.24,23.4,4.0,110.0,220.0,430.0,2,2,0
RIVER HATHNI NANPUR FATA DAM ALIRAJPUR,MADHYA PRADESH,20.0,22.0,6.9,7.7,7.7,8.2,338.0,487.0,1.0,1.2,0.73,1.79,2.0,2.0,41.0,46.0,,,0
"RIVER GANDAK GOPALGANJ PIPRAKOTHI ROAD BRIDGE
(DUMARIA GHAT)",BIHAR,18.0,31.0,7.1,9.8,7.3,8.2,166.0,308.0,1.0,2.1,0.3,0.3,2200.0,92000.0,7000.0,160000.0,,,0
"RIVER GANDAK AT REWAGHAT, MUZAFFARPUR",BIHAR,18.0,31.0,6.6,9.5,7.3,8.2,175.0,309.0,1.0,2.7,0.3,0.3,2300.0,54000.0,3300.0,92000.0,,,0
"RIVER GANDAK AT ROAD BRIDGE, U/S HAJIPUR, VAISHALI (BORDER OF SARAN & VAISHALI)",BIHAR,18.0,30.0,7.1,9.4,7.2,8.2,173.0,272.0,1.0,2.4,0.3,0.3,1400.0,54000.0,2700.0,160000.0,,,0
"RIVER GANDAK AT KONHARA GHAT, OPPOSITE
HARIHARNATH MANDIR,SONEPUR",BIHAR,17.0,30.0,7.1,8.9,7.2,8.2,170.0,268.0,1.1,2.4,0.3,0.3,1300.0,92000.0,3300.0,160000.0,,,0
RIVER GANDAK  AT SONEPUR NEAR HARIHARNATH TEMPLE,BIHAR,17.0,31.0,6.6,9.1,7.2,8.3,167.0,264.0,1.0,2.6,0.3,0.3,3300.0,92000.0,4600.0,160000.0,,,0
"RIVER SIKRAHNA AT CHANPATIYA, NEAR CHANPATIYA
ROAD BRIDGE, WEST CHAMPARAN",BIHAR,17.0,36.0,2.1,9.9,7.1,7.7,190.0,677.0,1.5,4.0,0.3,0.3,1300.0,54000.0,1700.0,92000.0,,,0
"RIVER SIKRAHNA AT LAL PARSA, BETIAH, EAST CHAMPARAN",BIHAR,20.0,31.0,4.4,9.6,7.1,7.8,177.0,392.0,1.4,3.0,0.3,0.3,1700.0,92000.0,2100.0,160000.0,,,0
"RIVER SIKRAHNA AT LAURIA, HARINAGAR ROAD BRIDGE",BIHAR,18.0,29.0,5.2,9.2,7.2,8.0,220.0,329.0,1.0,2.6,0.3,0.3,4900.0,24000.0,7900.0,35000.0,,,0
"RIVER SIKRAHNA LAURIA-NARKATIAGANJ ROAD
BRIDGE, WEST CHAMPARAN",BIHAR,19.0,36.0,1.7,12.3,7.3,8.0,207.0,436.0,1.6,7.0,0.3,0.3,1700.0,92000.0,2700.0,160000.0,,,0
"RIVER BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,18.0,32.0,6.5,9.2,7.3,8.1,201.0,456.0,1.0,2.6,0.3,0.33,2300.0,92000.0,3300.0,160000.0,,,0
"RIVER BURHI GANDAK NEAR MAGARDAHI GHAT  AT
SAMASTIPUR  ROAD BRIDGE, SAMASTIPUR",BIHAR,22.0,38.0,6.5,9.8,7.2,8.5,219.0,402.0,1.0,2.6,0.3,0.3,3300.0,92000.0,4900.0,160000.0,,,0
RIVER BURHI GANDAK U/S ROAD BRIDGE NH NEAR ZERO MILE  MUZAFFARPUR,BIHAR,18.0,33.0,6.8,9.1,7.2,8.0,198.0,447.0,1.0,2.8,0.3,0.3,1300.0,92000.0,2300.0,160000.0,,,0
"RIVER BURHI GANDAK AT KHAGARIA ROAD BRIDGE
BEFORE CONFLUENCE WITH GANGA , KHAGARIA",BIHAR,14.0,30.0,6.8,8.9,7.3,8.3,202.0,521.0,1.0,2.6,0.3,0.3,4900.0,92000.0,7900.0,160000.0,,,0
"RIVER BURHI GANDAK AT LAL BAGLA GHAT, MOTIHARI DHAKA ROAD, EAST CHAMPARAN",BIHAR,20.0,31.0,6.2,8.9,7.3,8.0,218.0,398.0,1.0,3.0,0.3,0.3,2300.0,35000.0,4600.0,92000.0,,,0
"RIVER BURHI GANDAK AT BARACHAKIA, EAST CHAMPARAN",BIHAR,20.0,30.0,7.0,9.2,7.5,8.1,180.0,415.0,1.0,2.5,0.3,0.32,2300.0,22000.0,3300.0,28000.0,,,0
"RIVER SIRSIYA AT RAXAUL,BIRGANJ CHECK POST ROAD BRIDGE EAST CHAMPARAN",BIHAR,14.0,30.0,0.3,3.9,7.2,7.8,249.0,980.0,3.2,9.0,0.3,0.3,13000.0,240000.0,22000.0,540000.0,,,0
"RIVER SIRSIYA D/S RAXAUL (KOERIA TOLA), EAST CHAMPARAN",BIHAR,17.0,30.0,0.3,3.7,7.2,7.8,256.0,987.0,3.0,8.0,0.3,0.3,7900.0,350000.0,17000.0,540000.0,,,0
"RIVER HARBORA  D/S  AT NARKATIAGANJ, WEST CHAMPARAN",BIHAR,16.0,35.0,0.4,10.6,7.2,7.9,264.0,579.0,1.0,14.0,0.3,0.3,1700.0,92000.0,4900.0,160000.0,,,0
"RIVER HARBORA,U/S AT NARKATIAGANJ, WEST CHAMPARAN",BIHAR,16.0,35.0,5.6,11.2,7.4,7.9,268.0,450.0,1.0,3.0,0.12,0.3,1300.0,35000.0,4900.0,92000.0,,,0
RIVER KOSHI AT MADHEPURA,BIHAR,15.0,37.0,7.2,9.0,7.3,8.3,147.0,296.0,1.0,2.5,0.3,0.3,680.0,92000.0,1400.0,160000.0,,,0
"RIVER KOSHI AT BEERPUR, SUPAUL",BIHAR,16.0,32.0,7.2,8.8,7.5,8.1,193.0,368.0,1.0,2.5,0.3,0.3,130.0,54000.0,230.0,160000.0,,,0
RIVER KOSHI AT KURSHELA AT KATIHAR,BIHAR,16.0,29.0,7.0,9.3,7.0,8.4,137.0,236.0,1.0,2.5,0.3,0.3,1700.0,92000.0,2200.0,160000.0,,,0
RIVER DAHA  U/S RAJENDRA ROAD BRIDGE AT SIWAN,BIHAR,17.0,32.0,1.7,6.9,7.3,7.9,230.0,589.0,2.1,3.8,0.11,0.3,3300.0,92000.0,4900.0,160000.0,,,0
"RIVER DAHA D/S AT SASAMUSA, GOPALGANJ",BIHAR,18.0,30.0,6.5,8.6,7.1,8.2,262.0,406.0,1.0,2.4,0.3,0.3,4900.0,54000.0,11000.0,92000.0,,,0
"RIVER DAHA AT ITWA BRIDGE, GOPALGANJ",BIHAR,18.0,32.0,4.8,8.2,7.2,8.2,198.0,511.0,1.2,2.8,0.3,0.3,1300.0,92000.0,2300.0,160000.0,,,0
"RIVER DAHA AT MEERGANJ NEAR BADARJHIMMI BAZAR, GOPALGANJ",BIHAR,17.0,32.0,5.6,7.9,7.3,8.1,193.0,499.0,1.8,2.9,0.3,0.3,1300.0,35000.0,2300.0,54000.0,,,0
"RIVER DAHA U/S SASAMUSA, GOPALGANJ",BIHAR,18.0,31.0,6.2,8.9,7.3,8.1,227.0,435.0,1.0,2.9,0.3,0.3,1300.0,54000.0,2300.0,92000.0,,,0
"RIVER DAHA D/S AT RENUA, SIWAN",BIHAR,16.0,32.0,1.0,6.7,7.1,7.9,205.0,648.0,2.1,4.2,0.3,0.3,13000.0,92000.0,22000.0,160000.0,,,0
"RIVER DHOS AT SAHARGHAT, MADHUBANI",BIHAR,21.0,30.0,3.5,8.5,7.1,8.3,224.0,332.0,1.3,3.0,0.3,0.9,7900.0,92000.0,11000.0,160000.0,,,0
"RIVER DHOS AT MADHWAPUR, MADHUBANI",BIHAR,21.0,30.0,3.0,8.3,7.2,8.3,165.0,350.0,1.3,4.0,0.3,0.3,3300.0,92000.0,4900.0,160000.0,,,0
"RIVER RAMREKHA AT HARINAGAR, WEST CHAMPARAN",BIHAR,15.0,30.0,0.3,6.3,6.7,7.8,283.0,735.0,2.5,8.0,0.3,0.3,2300.0,92000.0,3300.0,160000.0,,,0
"RIVER RAMREKHA AT U/S HARINAGAR, WEST
CHAMPARAN",BIHAR,14.0,29.0,0.3,6.5,7.1,7.8,263.0,359.0,2.1,8.0,0.3,0.3,7000.0,92000.0,14000.0,160000.0,,,0
"RIVER BAGMATI AT MUZAFFARPUR- SITAMARHI ROAD
BRIDGE, SITAMARHI",BIHAR,19.0,30.0,7.1,9.8,7.3,8.2,236.0,359.0,1.0,2.2,0.3,0.3,170.0,54000.0,790.0,92000.0,,,0
"RIVER BAGMATI AT DARBHANGA, SAMASTIPUR ROAD
BRIDGE, DARBHANGA",BIHAR,21.0,30.0,5.9,9.5,7.5,8.4,168.0,372.0,1.0,2.9,0.3,0.3,1300.0,35000.0,2400.0,92000.0,,,0
"RIVER MANUSMAR AT RIGA, UPHRAULIA, SITAMARHI",BIHAR,20.0,31.0,6.4,9.8,7.3,8.4,230.0,515.0,1.0,2.7,0.3,0.3,2300.0,24000.0,3300.0,54000.0,,,0
"RIVER MANUSMAR U/S (RIGA), SITAMARHI",BIHAR,19.0,31.0,6.9,9.6,7.2,8.3,226.0,456.0,1.0,2.5,0.3,0.3,1700.0,24000.0,3300.0,35000.0,,,0
"RIVER MANUSMAR AT PARSHURAMPUR, RIGA - BELSAND ROAD, SITAMARHI",BIHAR,19.0,31.0,7.5,8.9,7.4,8.2,336.0,369.0,1.0,1.9,0.3,0.3,1300.0,35000.0,3300.0,92000.0,,,0
"RIVER PUNPUN NEAR PATNA FATUHA ROAD BRIDGE, FATUHA",BIHAR,14.0,33.0,0.3,6.7,7.0,8.0,280.0,925.0,1.8,5.0,0.3,0.3,22000.0,92000.0,28000.0,160000.0,,,0
"RIVER UNPUN NEAR PUNPUN ROAD BRIDGE, PUNPUN",BIHAR,13.0,29.0,7.5,8.6,7.5,8.0,230.0,462.0,1.1,2.2,0.3,0.3,7000.0,35000.0,11000.0,54000.0,,,0
"RIVER PUNPUN AT KINJAR ROAD BRIDGE, JEHANABAD-
ARWAL BORDER , JEHANABAD",BIHAR,10.0,31.0,7.3,9.5,7.5,8.4,222.0,365.0,1.0,2.6,0.3,0.3,450.0,28000.0,3300.0,92000.0,,,0
"RIVER PUNPUN AT OBRA, AURANGABAD",BIHAR,13.0,29.0,7.2,8.6,7.5,8.2,198.0,430.0,1.0,2.1,0.3,0.3,7900.0,92000.0,11000.0,160000.0,,,0
"RIVER KOHRA  U/S RAJ GHAT, MAJHAULIA, WEST CHAMPARAN",BIHAR,20.0,32.0,3.6,11.4,7.2,7.8,246.0,580.0,1.5,3.1,0.3,0.3,1300.0,92000.0,2200.0,160000.0,,,0
"RIVER KOHRA  D/S NEAR RAILWAY BRIDGE, MAJHAULIA, WEST CHAMPARAN",BIHAR,20.0,32.0,0.3,9.7,7.3,8.3,252.0,897.0,1.6,20.0,0.3,0.3,1300.0,92000.0,3300.0,160000.0,,,0
"RIVER HARHA AT BAGHA, LAURIYA ROAD BRIDGE",BIHAR,18.0,33.0,5.1,9.8,7.5,8.1,204.0,392.0,1.0,2.6,0.3,0.3,1100.0,54000.0,2100.0,92000.0,,,0
RIVER LAKHANDEI U/S SITAMARHI  AT MEHANDI NAGAR,BIHAR,19.0,30.0,5.2,9.4,7.5,8.2,240.0,396.0,1.0,2.2,0.3,0.3,1300.0,54000.0,2600.0,160000.0,,,0
RIVER LAKHANDEI  D/S SITAMARHI AT PARORI ROAD BRIDGE,BIHAR,19.0,30.0,4.1,7.1,7.5,8.1,264.0,461.0,1.5,3.5,0.3,0.3,2100.0,92000.0,7000.0,160000.0,,,0
"RIVER GANGI AT ARA, D/S",BIHAR,18.0,29.0,1.5,6.2,7.5,8.2,169.0,663.0,2.4,8.0,0.3,0.3,11000.0,92000.0,14000.0,160000.0,,,0
"RIVER PARMAR AT JOGBANI, ARARIA",BIHAR,16.0,34.0,6.4,8.5,7.3,8.0,210.0,341.0,1.0,2.6,0.3,0.3,4900.0,92000.0,7900.0,160000.0,,,0
"RIVER BICHIA,GOVINDGARH ROAD BRIDGE ,NEAR INTAKE POINT,REWA",MADHYA PRADESH,21.2,29.5,6.4,7.2,7.1,8.5,258.0,571.0,1.8,2.8,0.71,1.06,2.0,8.0,63.0,94.0,2,2,0
"RIVER SANKH AT TIGRA RESERVOIR, M.P.",MADHYA PRADESH,15.0,31.1,1.6,8.7,7.2,7.7,128.0,620.0,1.1,1.8,0.4,1.2,2.0,6.0,10.0,24.0,,,0
"RIVER SONE AT KOILWAR,  NEAR MANDIR, BHOJPUR",BIHAR,15.0,29.0,7.9,8.9,7.0,8.1,133.0,254.0,1.0,2.0,0.3,0.3,490.0,7900.0,790.0,17000.0,,,0
"RIVER SONE AT BAHIYARA, BHOJPUR",BIHAR,16.0,28.0,7.6,8.8,7.2,8.2,137.0,268.0,1.0,2.0,0.3,0.3,330.0,17000.0,490.0,28000.0,,,0
RIVER SONE AT ARWAL NEAR BALUGHAT (SAHAR),BIHAR,10.0,32.0,7.5,8.9,7.3,8.2,166.0,394.0,1.0,2.8,0.3,0.3,130.0,35000.0,230.0,54000.0,,,0
"RIVER SONE AT NASIRIGANJ DAM, ROHTAS",BIHAR,15.0,33.0,7.5,9.2,7.4,8.2,143.0,359.0,1.0,3.0,0.3,0.3,1300.0,92000.0,2300.0,160000.0,,,0
"RIVER SONE AT ROAD BRIDGE-DEHRI-ON-SONE, ROHTAS",BIHAR,10.0,30.0,7.5,8.9,7.4,8.1,137.0,341.0,1.0,2.1,0.3,0.3,1100.0,28000.0,1700.0,35000.0,,,0
"RIVER SONE AT INDRAPURI DAM, DEHRI ON SONE, ROHTAS",BIHAR,14.0,31.0,7.6,9.5,7.5,8.1,126.0,302.0,1.0,2.5,0.3,0.3,1300.0,17000.0,2300.0,28000.0,,,0
"RIVER SONE AT WATER INTAKE POINT BHARTIYA RAIL
BIJALI CO. LTD (BRBCL) NAVINAGAR, AURANGABAD",BIHAR,13.0,33.0,7.5,8.5,7.3,8.1,144.0,225.0,1.0,2.6,0.3,0.3,780.0,35000.0,2300.0,92000.0,,,0
"RIVER SONE AT BANJARI  NEAR BANJARI NEAR SUN TEMPLE KALYANPUR, ROHTAS",BIHAR,15.0,30.0,7.0,9.2,7.4,8.1,127.0,318.0,1.0,2.1,0.3,0.3,790.0,35000.0,1300.0,92000.0,,,0
"RIVER SONE AT ROAD BRIDGE CHOPAN,DIST- SONEBHADRA (U.P.)",UTTAR PRADESH,21.0,27.2,7.0,10.7,7.3,8.3,200.0,358.0,1.0,1.0,0.32,0.32,2.0,17000.0,2.0,33000.0,2,2,0
"RIVER SONE UPSTREAM TOWARDS DEORA, DIST- SINGRAULI (M. P.)",MADHYA PRADESH,21.5,27.3,7.4,10.9,7.3,8.0,254.0,324.0,1.0,2.3,0.32,0.32,2.0,4500.0,2.0,7800.0,2,2,0
"RIVER RIVER SONE AT VILLAGE- KHAIRPUR,(KUDHERI) M.P- U.P.BOUNDARY, DISTT SIDHI",MADHYA PRADESH,19.6,29.1,7.0,7.5,7.7,7.9,290.0,372.0,1.3,1.5,0.5,0.95,2.0,2.0,41.0,46.0,2,2,0
"RIVER SONE AT CHITAWAL NEAR ROAD BRIDGE CHITRANGI, DIST
SINGROULI",MADHYA PRADESH,24.0,27.3,5.8,8.9,7.5,8.4,265.0,680.0,1.6,7.0,0.0,3.99,2.0,2.0,50.0,78.0,,,0
"RIVER SONE ON KACHAN DAM NEAR IMILYA NORTH
COAL MINES VILL MAJHOULI, DIST SINGROULI","MADHYA
PRADESH",25.0,28.2,5.5,7.1,7.5,7.5,255.0,306.0,1.1,1.9,0.0,0.0,,,,,,,0
"RIVER SONE NEAR BHANVARSEN ROAD BRIDGE AFTER CONFLUENCE OF BANAS RIVER, DIST SIDHI",MADHYA PRADESH,18.5,29.5,7.3,7.9,7.7,7.9,302.0,332.0,1.2,1.6,0.44,0.64,2.0,2.0,46.0,70.0,2,2,0
"RIVER SONE AT CHURHAT,DISTT.SIDHI",MADHYA PRADESH,18.6,31.1,7.0,7.6,7.8,8.0,208.0,326.0,1.0,1.8,0.45,0.83,2.0,18.0,43.0,49.0,2,2,0
"BANSAGAR CANAL AT SON RIVER, WATER SAMPLE AT BAGHWAR VILLAGE, NEAR TOL PLAZA, DIST SIDHI",MADHYA PRADESH,20.0,29.3,7.1,7.8,7.6,8.0,226.0,388.0,1.1,1.6,0.37,0.95,2.0,2.0,34.0,58.0,2,2,0
"RIVER SONE AT DEVLOAD OUT LET OF BANSAGAR DAM, M.P",MADHYA PRADESH,23.4,30.5,6.7,8.1,7.2,7.9,189.0,378.0,1.0,1.5,0.32,1.12,2.0,2.0,3.0,50.0,2,2,0
"RIVER SONE AT AMLAI, M.P.",MADHYA PRADESH,23.5,30.4,6.6,8.1,7.0,8.4,205.0,413.0,1.0,1.8,0.32,1.3,2.0,2.0,27.0,73.0,2,2,0
"RIVER SONE AT JARWAHI NEAR ROAD BRIDGE, SHAHDOL",MADHYA PRADESH,23.4,30.5,6.7,9.2,7.2,8.2,206.0,2164.0,1.0,1.8,0.32,0.44,2.0,2.0,31.0,70.0,2,2,0
"RIVER SONE AT BHATURAGHAT NEAR ROAD BRIDGE, AMLAI",MADHYA PRADESH,23.4,30.4,6.6,7.6,6.9,8.3,204.0,515.0,1.2,1.6,0.38,1.05,2.0,2.0,41.0,73.0,2,2,0
"RIVER SONE AT CHACHAI, M.P.",MADHYA PRADESH,23.4,30.4,6.7,8.2,7.3,8.2,203.0,426.0,1.0,1.7,0.32,14.82,2.0,2.0,27.0,84.0,2,2,0
"RIVER SONE AT ORIGIN AMARKANTAK, M.P",MADHYA PRADESH,23.4,29.5,6.6,7.8,6.5,8.0,136.0,197.0,1.0,1.2,0.32,0.32,2.0,2.0,2.0,6.0,2,2,0
"GOPAD AT NIGARI, SARAI DIST, SINGROULI",MADHYA PRADESH,25.0,26.0,7.0,7.1,7.5,7.6,240.0,250.0,1.8,1.9,0.0,0.0,,,,,,,0
"RIVER JOHILA NEAR NAROJABAD NEAR UMARIA ROAD
BRIDGE, M.P","MADHYA
PRADESH",23.5,30.5,6.7,8.1,7.2,8.1,189.0,447.0,1.0,1.6,0.32,0.5,2.0,2.0,27.0,73.0,2,2,0
RIVER BEEHAR D/S NEAR FOREST OFFICE,MADHYA PRADESH,21.6,30.9,6.5,7.6,7.5,8.3,269.0,388.0,1.4,2.0,0.53,1.15,2.0,2.0,43.0,49.0,2,2,0
